,score,avg_moves,num_positivs,reward
8767,620,73,1,7565.0
8768,840,91,1,10706.0
8769,420,67,1,4584.0
8770,320,62,1,3212.0
8771,380,62,1,4032.0
8772,720,86,1,9044.0
8773,1300,103,1,15878.0
8774,320,62,1,3662.0
8775,2100,101,1,13460.0
8776,780,84,1,9931.0
8777,440,60,1,5684.0
8778,1060,103,1,14072.0
8779,620,75,1,6568.0
8780,680,79,1,8411.0
8781,820,88,1,10478.0
8782,520,70,1,6501.0
8783,700,83,1,9068.0
8784,520,75,1,6508.0
8785,520,68,1,5377.0
8786,1520,108,1,17600.0
8787,1020,88,1,11373.0
8788,540,75,1,6891.0
8789,1500,122,1,19446.0
8790,980,86,1,11772.0
8791,620,74,1,7392.0
8792,620,65,1,4927.0
8793,420,60,1,4657.0
8794,700,80,1,7891.0
8795,600,72,1,6804.0
8796,720,85,1,9202.0
8797,980,99,1,12116.0
8798,280,58,1,2639.0
8799,1000,91,1,12555.0
8800,520,73,1,6253.0
8801,800,77,1,9227.0
8802,1700,79,1,8918.0
8803,1340,116,1,18127.0
8804,620,72,1,5997.0
8805,280,57,1,2858.0
8806,660,76,1,7565.0
8807,660,80,1,8389.0
8808,540,75,1,6398.0
8809,820,86,1,9114.0
8810,580,77,1,7165.0
8811,560,74,1,6069.0
8812,800,88,1,10775.0
8813,1380,113,1,17471.0
8814,1140,97,1,14211.0
8815,920,93,1,11688.0
8816,1440,125,1,20180.0
8817,300,57,1,2486.0
8818,440,58,1,4376.0
8819,740,85,1,9678.0
8820,700,85,1,9454.0
8821,640,81,1,8317.0
8822,500,71,1,5338.0
8823,520,74,1,6474.0
8824,720,82,1,8499.0
8825,720,83,1,9566.0
8826,380,62,1,3891.0
8827,680,81,1,7740.0
8828,720,81,1,9340.0
8829,900,95,1,12138.0
8830,800,77,1,9217.0
8831,200,49,1,831.0
8832,880,94,1,11782.0
8833,680,82,1,8182.0
8834,120,47,1,572.0
8835,560,75,1,6335.0
8836,140,40,1,755.0
8837,640,81,1,8682.0
8838,600,75,1,7126.0
8839,1080,84,1,11879.0
8840,1300,82,1,13278.0
8841,720,74,1,7172.0
8842,1140,96,1,13660.0
8843,680,74,1,7189.0
8844,600,79,1,7894.0
8845,740,84,1,9275.0
8846,860,89,1,9736.0
8847,580,77,1,7284.0
8848,1200,92,1,12680.0
8849,700,79,1,8187.0
8850,500,72,1,5908.0
8851,1180,101,1,15031.0
8852,860,91,1,10934.0
8853,640,78,1,7551.0
8854,800,85,1,9340.0
8855,1180,87,1,12291.0
8856,340,58,1,3409.0
8857,1380,114,1,18420.0
8858,1080,96,1,13926.0
8859,580,73,1,6920.0
8860,1040,100,1,13156.0
8861,640,77,1,7986.0
